,image,target
623,./Resources/Train/WithMask/707.png,mask
8971,./Resources/faces/1 (4457).jpg,without_mask
2570,./Resources/Train/WithMask/Augmented_442_5858152.png,mask
476,./Resources/Train/WithMask/366.png,mask
9370,./Resources/faces/1 (4809).jpg,without_mask
11253,./Resources/faces/1 (6472).jpg,without_mask
234,./Resources/Train/WithMask/1475.png,mask
11608,./Resources/faces/1 (6787).jpg,without_mask
419,./Resources/Train/WithMask/251.png,mask
4735,./Resources/Train/WithMask/Augmented_855_1795936.png,mask
4372,./Resources/Train/WithMask/Augmented_784_3362346.png,mask
8878,./Resources/faces/1 (4375).jpg,without_mask
687,./Resources/Train/WithMask/871.png,mask
1708,./Resources/Train/WithMask/Augmented_27_3194377.png,mask
6278,./Resources/faces/1 (2079).jpg,without_mask
5208,./Resources/faces/1 (1165).jpg,without_mask
5105,./Resources/faces/1 (1081).jpg,without_mask
4300,./Resources/Train/WithMask/Augmented_770_469404.png,mask
10018,./Resources/faces/1 (5381).jpg,without_mask
4475,./Resources/Train/WithMask/Augmented_803_9015517.png,mask
6075,./Resources/faces/1 (190).jpg,without_mask
2557,./Resources/Train/WithMask/Augmented_439_7814291.png,mask
7851,./Resources/faces/1 (3469).jpg,without_mask
8724,./Resources/faces/1 (4238).jpg,without_mask
10014,./Resources/faces/1 (5378).jpg,without_mask
6115,./Resources/faces/1 (1936).jpg,without_mask
5515,./Resources/faces/1 (1413).jpg,without_mask
7501,./Resources/faces/1 (3159).jpg,without_mask
11317,./Resources/faces/1 (6528).jpg,without_mask
11459,./Resources/faces/1 (6654).jpg,without_mask
6276,./Resources/faces/1 (2077).jpg,without_mask
3703,./Resources/Train/WithMask/Augmented_658_1946709.png,mask
7112,./Resources/faces/1 (2816).jpg,without_mask
2625,./Resources/Train/WithMask/Augmented_454_999127.png,mask
7727,./Resources/faces/1 (3359).jpg,without_mask
1083,./Resources/Train/WithMask/Augmented_162_8922229.png,mask
4491,./Resources/Train/WithMask/Augmented_807_9169944.png,mask
1238,./Resources/Train/WithMask/Augmented_192_3695652.png,mask
10645,./Resources/faces/1 (5936).jpg,without_mask
5104,./Resources/faces/1 (1080).jpg,without_mask
4228,./Resources/Train/WithMask/Augmented_756_413492.png,mask
7973,./Resources/faces/1 (3577).jpg,without_mask
2315,./Resources/Train/WithMask/Augmented_395_8938760.png,mask
6172,./Resources/faces/1 (1988).jpg,without_mask
8566,./Resources/faces/1 (41).jpeg,without_mask
8076,./Resources/faces/1 (3668).jpg,without_mask
662,./Resources/Train/WithMask/789.png,mask
7534,./Resources/faces/1 (3189).jpg,without_mask
11132,./Resources/faces/1 (6365).jpg,without_mask
10992,./Resources/faces/1 (6240).jpg,without_mask
6506,./Resources/faces/1 (2281).jpg,without_mask
10203,./Resources/faces/1 (5544).jpg,without_mask
5256,./Resources/faces/1 (1202).jpg,without_mask
5209,./Resources/faces/1 (1166).jpg,without_mask
10513,./Resources/faces/1 (5819).jpg,without_mask
11540,./Resources/faces/1 (6725).jpg,without_mask
6527,./Resources/faces/1 (23).jpg,without_mask
8868,./Resources/faces/1 (4366).jpg,without_mask
3855,./Resources/Train/WithMask/Augmented_688_1151331.png,mask
3645,./Resources/Train/WithMask/Augmented_647_7240963.png,mask
5559,./Resources/faces/1 (145).png,without_mask
8497,./Resources/faces/1 (4037).jpg,without_mask
6201,./Resources/faces/1 (2009).jpg,without_mask
6780,./Resources/faces/1 (2522).jpg,without_mask
11886,./Resources/faces/1 (731).jpg,without_mask
6922,./Resources/faces/1 (2649).jpg,without_mask
9806,./Resources/faces/1 (5194).jpg,without_mask
4785,./Resources/Train/WithMask/Augmented_864_454220.png,mask
10251,./Resources/faces/1 (5588).jpg,without_mask
8711,./Resources/faces/1 (4226).jpg,without_mask
2582,./Resources/Train/WithMask/Augmented_446_6193573.png,mask
3945,./Resources/Train/WithMask/Augmented_703_7264764.png,mask
7288,./Resources/faces/1 (2973).jpg,without_mask
5660,./Resources/faces/1 (1533).jpg,without_mask
11922,./Resources/faces/1 (76).jpg,without_mask
6575,./Resources/faces/1 (2341).jpg,without_mask
9845,./Resources/faces/1 (5227).jpg,without_mask
8215,./Resources/faces/1 (3791).jpg,without_mask
8961,./Resources/faces/1 (4448).jpg,without_mask
4145,./Resources/Train/WithMask/Augmented_740_242399.png,mask
6089,./Resources/faces/1 (1912).jpg,without_mask
10933,./Resources/faces/1 (619).jpg,without_mask
8079,./Resources/faces/1 (3670).jpg,without_mask
4292,./Resources/Train/WithMask/Augmented_769_2022803.png,mask
1969,./Resources/Train/WithMask/Augmented_330_8837005.png,mask
11658,./Resources/faces/1 (683).jpg,without_mask
6870,./Resources/faces/1 (2601).jpg,without_mask
10918,./Resources/faces/1 (6176).jpg,without_mask
6842,./Resources/faces/1 (2579).jpg,without_mask
2233,./Resources/Train/WithMask/Augmented_37_4703326.png,mask
9242,./Resources/faces/1 (4698).jpg,without_mask
12156,./Resources/faces/1 (947).jpg,without_mask
10473,./Resources/faces/1 (5785).jpg,without_mask
7123,./Resources/faces/1 (2826).jpg,without_mask
8761,./Resources/faces/1 (4271).jpg,without_mask
7392,./Resources/faces/1 (3062).jpg,without_mask
2317,./Resources/Train/WithMask/Augmented_396_4614244.png,mask
9980,./Resources/faces/1 (5347).jpg,without_mask
211,./Resources/Train/WithMask/1421.png,mask
4325,./Resources/Train/WithMask/Augmented_775_2114179.png,mask
5643,./Resources/faces/1 (1518).jpg,without_mask
2441,./Resources/Train/WithMask/Augmented_418_116381.png,mask
10052,./Resources/faces/1 (541).jpg,without_mask
9939,./Resources/faces/1 (531).jpg,without_mask
3519,./Resources/Train/WithMask/Augmented_624_5009867.png,mask
398,./Resources/Train/WithMask/200.png,mask
9380,./Resources/faces/1 (4818).jpg,without_mask
10170,./Resources/faces/1 (5514).jpg,without_mask
1993,./Resources/Train/WithMask/Augmented_335_5816281.png,mask
6622,./Resources/faces/1 (2384).jpg,without_mask
7219,./Resources/faces/1 (2910).jpg,without_mask
4023,./Resources/Train/WithMask/Augmented_718_102306.png,mask
8678,./Resources/faces/1 (4199).jpg,without_mask
6886,./Resources/faces/1 (2616).jpg,without_mask
9091,./Resources/faces/1 (4563).jpg,without_mask
7289,./Resources/faces/1 (2974).jpg,without_mask
11201,./Resources/faces/1 (6425).jpg,without_mask
226,./Resources/Train/WithMask/1459.png,mask
2874,./Resources/Train/WithMask/Augmented_49_4296359.png,mask
6974,./Resources/faces/1 (2696).jpg,without_mask
6442,./Resources/faces/1 (2223).jpg,without_mask
790,./Resources/Train/WithMask/Augmented_108_2972027.png,mask
7126,./Resources/faces/1 (2829).jpg,without_mask
6685,./Resources/faces/1 (2439).jpg,without_mask
12194,./Resources/faces/1 (979).jpg,without_mask
9401,./Resources/faces/1 (4837).jpg,without_mask
1560,./Resources/Train/WithMask/Augmented_252_8777772.png,mask
1063,./Resources/Train/WithMask/Augmented_159_9657147.png,mask
7025,./Resources/faces/1 (274).jpg,without_mask
1911,./Resources/Train/WithMask/Augmented_319_7546465.png,mask
10172,./Resources/faces/1 (5516).jpg,without_mask
3315,./Resources/Train/WithMask/Augmented_587_2444310.png,mask
8630,./Resources/faces/1 (4155).jpg,without_mask
8586,./Resources/faces/1 (4115).jpg,without_mask
7684,./Resources/faces/1 (332).jpg,without_mask
1944,./Resources/Train/WithMask/Augmented_325_8534863.png,mask
2195,./Resources/Train/WithMask/Augmented_373_7662971.png,mask
5673,./Resources/faces/1 (1545).jpg,without_mask
170,./Resources/Train/WithMask/1322.png,mask
9677,./Resources/faces/1 (508).jpg,without_mask
6634,./Resources/faces/1 (2395).jpg,without_mask
892,./Resources/Train/WithMask/Augmented_127_8239705.png,mask
11439,./Resources/faces/1 (6636).jpg,without_mask
7076,./Resources/faces/1 (2786).jpg,without_mask
1117,./Resources/Train/WithMask/Augmented_16_5266782.png,mask
3121,./Resources/Train/WithMask/Augmented_548_1174338.png,mask
7718,./Resources/faces/1 (3350).jpg,without_mask
7498,./Resources/faces/1 (3156).jpg,without_mask
1032,./Resources/Train/WithMask/Augmented_153_6511400.png,mask
7479,./Resources/faces/1 (3139).jpg,without_mask
10469,./Resources/faces/1 (5781).jpg,without_mask
5306,./Resources/faces/1 (1244).jpg,without_mask
8953,./Resources/faces/1 (4440).jpg,without_mask
3631,./Resources/Train/WithMask/Augmented_644_4361432.png,mask
920,./Resources/Train/WithMask/Augmented_132_8254415.png,mask
4697,./Resources/Train/WithMask/Augmented_848_2439368.png,mask
3167,./Resources/Train/WithMask/Augmented_556_8204082.png,mask
3576,./Resources/Train/WithMask/Augmented_635_2700971.png,mask
4479,./Resources/Train/WithMask/Augmented_804_8852684.png,mask
11024,./Resources/faces/1 (627).jpg,without_mask
2507,./Resources/Train/WithMask/Augmented_42_6250852.png,mask
12095,./Resources/faces/1 (899).jpg,without_mask
5391,./Resources/faces/1 (1312).jpg,without_mask
9901,./Resources/faces/1 (5278).jpg,without_mask
6051,./Resources/faces/1 (1880).jpg,without_mask
4199,./Resources/Train/WithMask/Augmented_750_761692.png,mask
5421,./Resources/faces/1 (1338).jpg,without_mask
3037,./Resources/Train/WithMask/Augmented_529_6184412.png,mask
4762,./Resources/Train/WithMask/Augmented_85_7345651.png,mask
6271,./Resources/faces/1 (2072).jpg,without_mask
11115,./Resources/faces/1 (635).jpg,without_mask
143,./Resources/Train/WithMask/1275.png,mask
5949,./Resources/faces/1 (1790).jpg,without_mask
6564,./Resources/faces/1 (2331).jpg,without_mask
5783,./Resources/faces/1 (1642).jpg,without_mask
2869,./Resources/Train/WithMask/Augmented_499_1718754.png,mask
4877,./Resources/Train/WithMask/Augmented_881_6143168.png,mask
6141,./Resources/faces/1 (196).jpg,without_mask
2062,./Resources/Train/WithMask/Augmented_347_6083027.png,mask
10765,./Resources/faces/1 (604).jpg,without_mask
282,./Resources/Train/WithMask/1578.png,mask
985,./Resources/Train/WithMask/Augmented_144_6349473.png,mask
1295,./Resources/Train/WithMask/Augmented_202_9754097.png,mask
5581,./Resources/faces/1 (1469).jpg,without_mask
2757,./Resources/Train/WithMask/Augmented_479_5056948.png,mask
8093,./Resources/faces/1 (3683).jpg,without_mask
589,./Resources/Train/WithMask/640.png,mask
3438,./Resources/Train/WithMask/Augmented_609_6132584.png,mask
10816,./Resources/faces/1 (6086).jpg,without_mask
9577,./Resources/faces/1 (4994).jpg,without_mask
6524,./Resources/faces/1 (2298).jpg,without_mask
8576,./Resources/faces/1 (4106).jpg,without_mask
6194,./Resources/faces/1 (2002).jpg,without_mask
9149,./Resources/faces/1 (4613).jpg,without_mask
11254,./Resources/faces/1 (6473).jpg,without_mask
2042,./Resources/Train/WithMask/Augmented_344_1105686.png,mask
9244,./Resources/faces/1 (47).jpeg,without_mask
4641,./Resources/Train/WithMask/Augmented_837_2691688.png,mask
10901,./Resources/faces/1 (6160).jpg,without_mask
10097,./Resources/faces/1 (5450).jpg,without_mask
6647,./Resources/faces/1 (2404).jpg,without_mask
8371,./Resources/faces/1 (3928).jpg,without_mask
2585,./Resources/Train/WithMask/Augmented_446_9866291.png,mask
9034,./Resources/faces/1 (4511).jpg,without_mask
7788,./Resources/faces/1 (3411).jpg,without_mask
1425,./Resources/Train/WithMask/Augmented_227_9293759.png,mask
8387,./Resources/faces/1 (3942).jpg,without_mask
11242,./Resources/faces/1 (6462).jpg,without_mask
10357,./Resources/faces/1 (5682).jpg,without_mask
6923,./Resources/faces/1 (265).jpg,without_mask
8181,./Resources/faces/1 (3760).jpg,without_mask
8838,./Resources/faces/1 (4339).JPG,without_mask
6644,./Resources/faces/1 (2401).jpg,without_mask
9729,./Resources/faces/1 (5124).jpg,without_mask
5817,./Resources/faces/1 (1673).jpg,without_mask
8890,./Resources/faces/1 (4386).jpg,without_mask
11849,./Resources/faces/1 (703).jpg,without_mask
3608,./Resources/Train/WithMask/Augmented_63_7993957.png,mask
12111,./Resources/faces/1 (91).jpg,without_mask
9268,./Resources/faces/1 (4719).jpg,without_mask
5876,./Resources/faces/1 (1724).jpg,without_mask
11741,./Resources/faces/1 (6902).jpg,without_mask
9251,./Resources/faces/1 (4703).jpg,without_mask
8852,./Resources/faces/1 (4351).jpg,without_mask
2059,./Resources/Train/WithMask/Augmented_347_1453346.png,mask
5821,./Resources/faces/1 (1677).jpg,without_mask
7898,./Resources/faces/1 (3509).jpg,without_mask
10669,./Resources/faces/1 (5958).jpg,without_mask
9491,./Resources/faces/1 (4916).jpg,without_mask
7912,./Resources/faces/1 (3521).jpg,without_mask
9460,./Resources/faces/1 (4890).jpg,without_mask
6097,./Resources/faces/1 (192).jpg,without_mask
4331,./Resources/Train/WithMask/Augmented_776_4165728.png,mask
5037,./Resources/faces/1 (1025).jpg,without_mask
167,./Resources/Train/WithMask/1318.png,mask
6303,./Resources/faces/1 (210).jpg,without_mask
10810,./Resources/faces/1 (6080).jpg,without_mask
4142,./Resources/Train/WithMask/Augmented_73_8282906.png,mask
8595,./Resources/faces/1 (4123).jpg,without_mask
3444,./Resources/Train/WithMask/Augmented_610_4631525.png,mask
10503,./Resources/faces/1 (581).jpg,without_mask
6274,./Resources/faces/1 (2075).jpg,without_mask
40,./Resources/Train/WithMask/1063.png,mask
4816,./Resources/Train/WithMask/Augmented_86_5723952.png,mask
6598,./Resources/faces/1 (2362).jpg,without_mask
4407,./Resources/Train/WithMask/Augmented_791_249631.png,mask
11609,./Resources/faces/1 (6788).jpg,without_mask
8529,./Resources/faces/1 (4066).jpg,without_mask
10981,./Resources/faces/1 (6230).jpg,without_mask
10497,./Resources/faces/1 (5804).jpg,without_mask
6955,./Resources/faces/1 (2679).jpg,without_mask
2763,./Resources/Train/WithMask/Augmented_47_5870689.png,mask
11058,./Resources/faces/1 (63).jpg,without_mask
4904,./Resources/Train/WithMask/Augmented_887_2124229.png,mask
12098,./Resources/faces/1 (9).png,without_mask
7822,./Resources/faces/1 (3442).jpg,without_mask
11890,./Resources/faces/1 (735).jpg,without_mask
2171,./Resources/Train/WithMask/Augmented_368_9441453.png,mask
11017,./Resources/faces/1 (6263).jpg,without_mask
10090,./Resources/faces/1 (5444).jpg,without_mask
2378,./Resources/Train/WithMask/Augmented_406_9114327.png,mask
9896,./Resources/faces/1 (5273).jpg,without_mask
10688,./Resources/faces/1 (5975).jpg,without_mask
11338,./Resources/faces/1 (6547).jpg,without_mask
2118,./Resources/Train/WithMask/Augmented_358_9501877.png,mask
9523,./Resources/faces/1 (4945).jpg,without_mask
7554,./Resources/faces/1 (3204).jpg,without_mask
3379,./Resources/Train/WithMask/Augmented_599_6757942.png,mask
6836,./Resources/faces/1 (2573).jpg,without_mask
2201,./Resources/Train/WithMask/Augmented_375_1228686.png,mask
1219,./Resources/Train/WithMask/Augmented_189_1223578.png,mask
9449,./Resources/faces/1 (4880).jpg,without_mask
6716,./Resources/faces/1 (2467).jpg,without_mask
4950,./Resources/Train/WithMask/Augmented_90_5307773.png,mask
7204,./Resources/faces/1 (29).jpeg,without_mask
2611,./Resources/Train/WithMask/Augmented_451_7608412.png,mask
6973,./Resources/faces/1 (2695).jpg,without_mask
4423,./Resources/Train/WithMask/Augmented_794_325688.png,mask
9431,./Resources/faces/1 (4864).jpg,without_mask
4362,./Resources/Train/WithMask/Augmented_782_1124341.png,mask
9416,./Resources/faces/1 (4850).jpg,without_mask
8615,./Resources/faces/1 (4141).jpg,without_mask
1003,./Resources/Train/WithMask/Augmented_148_3716527.png,mask
9106,./Resources/faces/1 (4577).jpg,without_mask
5775,./Resources/faces/1 (1635).jpg,without_mask
9061,./Resources/faces/1 (4536).jpg,without_mask
7035,./Resources/faces/1 (2749).jpg,without_mask
4447,./Resources/Train/WithMask/Augmented_799_8439950.png,mask
7475,./Resources/faces/1 (3135).jpg,without_mask
4965,./Resources/Train/WithMask/Augmented_93_8011668.png,mask
1508,./Resources/Train/WithMask/Augmented_242_6651270.png,mask
7484,./Resources/faces/1 (3143).jpg,without_mask
5672,./Resources/faces/1 (1544).jpg,without_mask
10067,./Resources/faces/1 (5423).jpg,without_mask
1521,./Resources/Train/WithMask/Augmented_245_8208366.png,mask
7402,./Resources/faces/1 (3071).jpg,without_mask
8295,./Resources/faces/1 (3861).jpg,without_mask
4794,./Resources/Train/WithMask/Augmented_866_1100988.png,mask
4109,./Resources/Train/WithMask/Augmented_734_1860319.png,mask
6251,./Resources/faces/1 (2054).jpg,without_mask
72,./Resources/Train/WithMask/1117.png,mask
5708,./Resources/faces/1 (1577).jpg,without_mask
10825,./Resources/faces/1 (6094).jpg,without_mask
9900,./Resources/faces/1 (5277).jpg,without_mask
10508,./Resources/faces/1 (5814).jpg,without_mask
12142,./Resources/faces/1 (935).jpg,without_mask
8081,./Resources/faces/1 (3672).jpg,without_mask
9394,./Resources/faces/1 (4830).jpg,without_mask
522,./Resources/Train/WithMask/477.png,mask
11912,./Resources/faces/1 (751).jpg,without_mask
7988,./Resources/faces/1 (3590).jpg,without_mask
5367,./Resources/faces/1 (1295).jpg,without_mask
1533,./Resources/Train/WithMask/Augmented_247_9425314.png,mask
10911,./Resources/faces/1 (617).jpg,without_mask
11044,./Resources/faces/1 (6288).jpg,without_mask
12093,./Resources/faces/1 (897).jpg,without_mask
783,./Resources/Train/WithMask/Augmented_106_6193423.png,mask
5542,./Resources/faces/1 (1436).jpg,without_mask
7280,./Resources/faces/1 (2966).jpg,without_mask
5792,./Resources/faces/1 (1650).jpg,without_mask
5389,./Resources/faces/1 (1310).jpg,without_mask
1088,./Resources/Train/WithMask/Augmented_163_4743663.png,mask
7642,./Resources/faces/1 (3284).jpg,without_mask
6775,./Resources/faces/1 (2518).jpg,without_mask
89,./Resources/Train/WithMask/115.png,mask
4595,./Resources/Train/WithMask/Augmented_828_625725.png,mask
440,./Resources/Train/WithMask/288.png,mask
7641,./Resources/faces/1 (3283).jpg,without_mask
3072,./Resources/Train/WithMask/Augmented_537_2288859.png,mask
8862,./Resources/faces/1 (4360).jpg,without_mask
9119,./Resources/faces/1 (4589).jpg,without_mask
4413,./Resources/Train/WithMask/Augmented_792_4269183.png,mask
3220,./Resources/Train/WithMask/Augmented_568_6449480.png,mask
6275,./Resources/faces/1 (2076).jpg,without_mask
5528,./Resources/faces/1 (1424).jpg,without_mask
8217,./Resources/faces/1 (3793).jpg,without_mask
8150,./Resources/faces/1 (3732).jpg,without_mask
5743,./Resources/faces/1 (1606).jpg,without_mask
3081,./Resources/Train/WithMask/Augmented_539_5445033.png,mask
10561,./Resources/faces/1 (5862).jpg,without_mask
7447,./Resources/faces/1 (311).jpg,without_mask
3434,./Resources/Train/WithMask/Augmented_608_9953792.png,mask
